id	page	class	headline	n_words	n_clauses	violation	body
E103	31	EVERGREEN	Children with adults, please.	15	0		Children under 12 must be accompanied in the pits by an adult at all times.
E104	31	EVERGREEN	Respect the venue.	29	0		Teams may not damage the venue, including but not limited to bleachers, floors, walls, railings, in any way. This includes littering with team giveaways including candies, flyers, and  stickers.
E105	31	EVERGREEN	Teams must check in.	39	0	Failure to check in may result in a team not participating in the event.	An adult team member must check in at the Pit Administration station, or the designated check in location, no later than 45 minutes before Qualification MATCHES are scheduled to  start unless otherwise specified or approved by the Event Director.
E106	31	EVERGREEN	Event resources are for competing teams only.	50	0		Only teams registered for an event may use that event's competition FIELD, practice FIELD, and inspection unless pre-approved by the Event Director or  the Program Delivery Partner. Host teams supplying practice FIELD elements and/or machine shop  resources may use them; however, teams registered for that event must be granted priority.
E107	31	EVERGREEN	Practice only when/where permitted.	23	0		Teams may only practice with their ROBOT in their pit space, in the designated event practice areas, or while in a Practice MATCH.
E108	31	EVERGREEN	Work in designated areas only.	66	0		At the event venue, teams may only produce FABRICATED ITEMS as follows:   A.in their pit area,  B.in another team's pit area with permission from that team,   C.while queued for a MATCH or practice FIELD (given space constraints, extra scrutiny  regarding safety is required),  D.any area designated by event staff (e.g., playoff pit area), or  E.as permitted at provided machine shops that are available to all teams.
E109	31	EVERGREEN	Some things do not belong at events.	36	0		Do not bring or use the following: A.Skateboards,  B.'hoverboards',  C.drones,  D.bottled gas tanks (e.g., helium),  E.noisy devices or noisemakers, such as floor stompers, whistles and/or air horns,  F.walkie-talkies, or  G.scooters, except for those used for accommodations.
E110	32	EVERGREEN	Do not arrange for additional utilities.	32	0		Do not arrange for power, internet access, or phone lines from venue service providers or attempt to use venue internet connections reserved for event purposes (e.g.,  FIRST event management software or webcasting).
E111	32	EVERGREEN	Do not sell stuff.	36	0		Teams may not conduct sales at an event. This includes, but is not limited to, raffle tickets, food, hats, shirts, candy, water, soft drinks, fruit, or any promotional products unless specifically  allowed by the Event Director.
E112	32	EVERGREEN	Make FIRST loud, but with restrictions.	17	0		Do not invite or bring live bands to play in the audience. Do not play loud music.
E113	32	EVERGREEN	Hang banners with care.	69	0		Be respectful when hanging your banners. A.Do not cover or move other team or sponsor signs already in place.  B.Share the available space fairly with other teams.  C.Do not obstruct the view of spectators.  D.Get permission from the Event Director before hanging banners outside of your pit.   E.Hang signs and banners in a safe manner.  F.Banners hung outside team pits must not be larger than 25 ft.2 (2.3 m2).
E114	32	EVERGREEN	Limit flag and flagpole size if used in the ARENA.	21	0		Flags and flagpoles may not be of unreasonable size and weight if they are going to be used around the FIELD.
E115	32	EVERGREEN	No firearms or other weapons.	47	0		Firearms or other weapons are prohibited at all FIRST events for all FIRST programs, including without limitation, all official FIRST Events posted here. This rule includes  prop or simulated weapons which appear to be real. This policy does not apply to law enforcement or  venue security personnel.
E116	32	EVERGREEN	Inspection required for practice FIELD access.	29	0		A team may only use a practice FIELD with a ROBOT that has passed an initial, complete inspection. This rule only applies to events not using scheduled  inspection times.
E117	32	EVERGREEN	Do not record anyone at the event without their consent.	112	0		Do not record interactions with anyone at an event, without the person's consent. FIRST event staff and volunteers are empowered to excuse  themselves from an interaction in which they are being recorded after declining consent.  5.2 Machine Shops and Host Team Build Spaces  Rarely, some events host a machine shop or open their team's build space, during specific hours (see the event  public agenda), to help teams with repair and fabrication of their ROBOT. Machine shops are typically  sponsored by the local host organization. In most cases, the machine shop is on site and readily accessible to  all teams. All competing teams should have access to the same resources.   5.3 Wireless Rules
E301	33	EVERGREEN	No wireless communication.	31	0		Teams may not set up their own Wi-Fi (802.11a/b/g/n/ac/ax/be) wireless communication (e.g., access points or ad-hoc networks), Bluetooth, or any other  communications systems using 2.4GHz or 5GHz wireless in the venue.
E302	33	EVERGREEN	Don't interfere with wireless networks.	414	0		Participants may not interfere, attempt to interfere, or attempt to connect with any other team or FIRST wireless network without expressed permission.   5.4 Load-In  Some large events (often multi-day events) may set specific time frames, published on the event public  schedule, in which teams are invited to load their ROBOT and equipment into their pit areas before pits  officially open.  Load-in can be stressful for teams and volunteers, which can be mitigated by preparation and planning.  Unanticipated factors, like traffic or weather, can change a team's scheduled arrival time, making the process  difficult. The most important things a team should remember are to be safe, gracious, and professional.  Teams who experience smooth and easy load-ins are encouraged to check with others to see if they can help  and make their experience as positive as possible.  5.5 Pits  A team pit is the designated space, typically a 10 ft. by 10 ft. by 10 ft. (~3 m x 3 m x 3 m) area, where a team  may work on their ROBOT. Each team is assigned a pit space typically marked with their team number. This  helps team members, JUDGES, and visitors find teams easily. Pit spaces may vary based on competition venue  size limits.  The pit area refers to the general area where team pits are located which encompasses the aisles between the  pits, pit admin, ROBOT inspection, practice FIELD, or other areas where ROBOTS may be active or worked on.  All pit rules apply to the full pit area.   Additional limitations beyond those listed below may be imposed by the Event Director but they should be  clearly communicated at least 48 hours before the event start time and applied to all teams fairly. Team pits  may or may not have a table and power outlet. If individual team outlets are not provided, the venue must  provide access to team-usable outlets in the pit area for charging batteries. Power may not be available  overnight for a multi-day event.   Teams, volunteers, FIRST staff, and guests spend a lot of time in the pits. Get to know other teams and help  each other when you can. Time is short and help is very often right "next door" in the adjacent team pits.  Small, bench-top machinery, with appropriate guards, is permitted in team pits. 'Small' machinery is machinery  that can be easily lifted by one person and examples include, but are not limited to: 3D printers, small band  saws, small drill presses, desktop CNC mills, and sanders.
E501	34	EVERGREEN	Pits are unavailable if closed.	11	0		Teams may not access their pit area outside the designated hours.
E502	34	EVERGREEN	Stay in your pit.	61	0		Teams should set up their allowed equipment fully within their assigned pit space. Teams may not:  A.run power or internet lines from their team pit to any other area except as instructed or  allowed by the Event Director,  B.swap team pits with other teams if pits have assigned team numbers, or   C.move themselves to empty team pits without Event Director approval.
E503	34	EVERGREEN	Keep aisles clear.	5	0		Aisles must be kept clear.
E504	34	EVERGREEN	No sparks or flames.	10	0		Tools that throw sparks or produce open flames are prohibited.
E505	34	EVERGREEN	Nothing too big.	6	0		Floor standing power tools are prohibited.
E506	34	EVERGREEN	No brazing or welding.	3	0		Brazing/welding is prohibited.
E507	35	EVERGREEN	Solder with specific tools only.	9	0		Soldering may be done using an electric iron/gun only.
E508	35	EVERGREEN	Structures must be safe.	29	0		Teams may not build any structure that supports the weight of people or stores items overhead. Structures may not block or inhibit fire sprinkler systems or otherwise be  unsafe.
E509	35	EVERGREEN	Secure team identification assets.	13	0		Team signs, flags, and displays must be securely mounted to the pit structure.
E510	35	EVERGREEN	Only use aerosol or other chemicals with noxious fumes in approved areas.	93	0		Any aerosol or chemical that produces noxious fumes or spray particulates should only be used in approved areas. Not all  venues will allow the use of these products anywhere on site.   5.6 ROBOT Carts  Most teams use carts to transport their ROBOT throughout an event. Carts are not required but are  recommended (to minimize risk of muscle strains, dropped ROBOTS, and other hazards). In addition to the  rules listed below, teams are encouraged to put the team's number on the cart, refer to the FIRST Safety  Manual for key safety guidelines and practices.
E601	36	EVERGREEN	Carts must be safe and easy to use.	13	0		Carts must be easy to control, maneuver, and pose no risk to bystanders.
E602	36	EVERGREEN	Carts should not be too big.	8	0		Carts must fit through a standard 30-inch door.
E603	36	EVERGREEN	Carts cannot park anywhere.	18	0		Carts must remain in the team pit (or other venue designated cart staging areas) when not in use.
E604	36	EVERGREEN	No noisy carts.	11	0		Carts may not be equipped with music or other sound-generating devices.
E605	36	EVERGREEN	No motor driven carts.	117	0		ROBOT carts may not use powered propulsion. 5.7 Ceremonies  At most events, there are opening and closing ceremonies to show honor and respect for represented  countries, sponsors, teams, mentors, volunteers, and award winners. Ceremonies provide everyone with the  opportunity to collectively applaud the successes of all participants. They also give teams a chance to "meet"  the volunteers and other people and sponsors involved with the event. Closing ceremony elements are at the  end of most events and are integrated into and presented between Playoff MATCHES.   At the awards ceremony, FIRST presents trophies and medallions to outstanding teams. All team members are  encouraged to attend the ceremonies, be punctual, and show appreciation to volunteers that staffed the event.
E701	36	EVERGREEN	Quiet in the pits during ceremonies.	37	0		During ceremonies outside of Playoff MATCHES, team members may not:  A.use power tools  B.use loud hand tools (hammers, saws, etc.), or  C.shout, yell, or use loud voices, unless as a demonstration of approval during a ceremonial  activity.
E702	36	EVERGREEN	Pit person limit during ceremonies is 5.	38	0		No more than 5 team members may be in the pits during ceremonies outside of Playoff MATCHES. Each team must have at least 1 representative observing  ceremonies to be responsible for relaying important information to the entire team.
E703	36	EVERGREEN	Be respectful during anthems.	49	0		Team members, including any remaining in the pits, should exhibit peaceful behavior during the presentation of all national anthems. If team members wish to abstain  from traditional anthem observance behaviors, they have a right to do so, as long as they remain silent  and non-disruptive.  5.8 In the Stands
E801	37	EVERGREEN	No saving seats.	18	0		Teams are not permitted to save or designate seats for team members that are not actively using them.
